state_name,district_name,disability,age_group,male,female,other,total
Karnataka,Dakshina Kannada,Specific Learning Disabilities,35-60,0,0,0,0
Karnataka,Dakshina Kannada,Specific Learning Disabilities,60-80,0,0,0,0
Karnataka,Dakshina Kannada,Speech And Language Disability,0-6,2,0,0,2
Karnataka,Dakshina Kannada,Speech And Language Disability,Jun-15,12,7,0,19
Karnataka,Dakshina Kannada,Speech And Language Disability,15-35,41,33,0,74
Karnataka,Dakshina Kannada,Speech And Language Disability,35-60,36,32,1,69
Karnataka,Dakshina Kannada,Speech And Language Disability,60-80,8,4,0,12
Karnataka,Dakshina Kannada,Thalassemia,0-6,3,0,0,3
Karnataka,Dakshina Kannada,Thalassemia,Jun-15,7,12,0,19
Karnataka,Dakshina Kannada,Thalassemia,15-35,13,21,0,34
Karnataka,Dakshina Kannada,Thalassemia,35-60,0,1,0,1
Karnataka,Dakshina Kannada,Thalassemia,60-80,0,0,0,0
Karnataka,Davangere,Acid Attack Victim,15-35,3,0,0,3
Karnataka,Davangere,Acid Attack Victim,35-60,2,2,0,4
Karnataka,Davangere,Autism Spectrum Disorder,0-6,0,2,0,2
Karnataka,Davangere,Autism Spectrum Disorder,Jun-15,4,3,0,7
Karnataka,Davangere,Autism Spectrum Disorder,15-35,3,0,0,3
Karnataka,Davangere,Autism Spectrum Disorder,35-60,3,1,0,4
Karnataka,Davangere,Blindness,0-6,6,5,0,11
Karnataka,Davangere,Blindness,Jun-15,62,54,0,116
Karnataka,Davangere,Blindness,15-35,315,239,0,554
Karnataka,Davangere,Blindness,35-60,631,403,0,1034
Karnataka,Davangere,Blindness,60-80,217,101,0,318
Karnataka,Davangere,Blindness,80+,15,10,0,25
Karnataka,Davangere,Cerebral Palsy,0-6,19,18,0,37
Karnataka,Davangere,Cerebral Palsy,Jun-15,97,63,0,160
Karnataka,Davangere,Cerebral Palsy,15-35,100,74,0,174
Karnataka,Davangere,Cerebral Palsy,35-60,52,19,0,71
Karnataka,Davangere,Cerebral Palsy,60-80,7,3,0,10
Karnataka,Davangere,Chronic Neurological Conditions,Jun-15,1,2,0,3
Karnataka,Davangere,Chronic Neurological Conditions,15-35,4,3,0,7
Karnataka,Davangere,Chronic Neurological Conditions,35-60,19,6,0,25
Karnataka,Davangere,Chronic Neurological Conditions,60-80,8,2,0,10
Karnataka,Davangere,Dwarfism,0-6,0,4,0,4
Karnataka,Davangere,Dwarfism,Jun-15,6,10,0,16
Karnataka,Davangere,Dwarfism,15-35,13,19,0,32
Karnataka,Davangere,Dwarfism,35-60,15,13,0,28
Karnataka,Davangere,Dwarfism,60-80,1,2,0,3
Karnataka,Davangere,Hearing Impairment,0-6,30,26,0,56
Karnataka,Davangere,Hearing Impairment,Jun-15,195,165,0,360
Karnataka,Davangere,Hearing Impairment,15-35,630,537,0,1167
Karnataka,Davangere,Hearing Impairment,35-60,1016,838,0,1854
Karnataka,Davangere,Hearing Impairment,60-80,548,230,0,778
Karnataka,Davangere,Hearing Impairment,80+,103,43,0,146
Karnataka,Davangere,Hemophilia,0-6,2,0,0,2
Karnataka,Davangere,Hemophilia,Jun-15,8,1,0,9
Karnataka,Davangere,Hemophilia,15-35,7,3,0,10
Karnataka,Davangere,Hemophilia,35-60,6,1,0,7
Karnataka,Davangere,Hemophilia,60-80,4,1,0,5
Karnataka,Davangere,Intellectual Disability,0-6,50,34,0,84
Karnataka,Davangere,Intellectual Disability,Jun-15,613,395,1,1009
Karnataka,Davangere,Intellectual Disability,15-35,1262,833,2,2097
Karnataka,Davangere,Intellectual Disability,35-60,459,396,0,855
Karnataka,Davangere,Intellectual Disability,60-80,46,19,0,65
Karnataka,Davangere,Intellectual Disability,80+,1,1,0,2
Karnataka,Davangere,Leprosy Cured,Jun-15,1,0,0,1
Karnataka,Davangere,Leprosy Cured,15-35,2,0,0,2
Karnataka,Davangere,Leprosy Cured,35-60,7,1,0,8
Karnataka,Davangere,Leprosy Cured,60-80,4,1,0,5
Karnataka,Davangere,Locomotor Disability,0-6,58,34,0,92
Karnataka,Davangere,Locomotor Disability,Jun-15,497,312,0,809
Karnataka,Davangere,Locomotor Disability,15-35,1767,1191,0,2958
Karnataka,Davangere,Locomotor Disability,35-60,5516,2779,1,8296
Karnataka,Davangere,Locomotor Disability,60-80,1671,528,1,2200
Karnataka,Davangere,Locomotor Disability,80+,73,21,0,94
Karnataka,Davangere,Low Vision,0-6,2,1,0,3
Karnataka,Davangere,Low Vision,Jun-15,41,43,0,84
Karnataka,Davangere,Low Vision,15-35,195,128,0,323
Karnataka,Davangere,Low Vision,35-60,218,144,0,362
Karnataka,Davangere,Low Vision,60-80,41,12,0,53
Karnataka,Davangere,Low Vision,80+,2,1,0,3
Karnataka,Davangere,Mental Illness,0-6,5,5,0,10
Karnataka,Davangere,Mental Illness,Jun-15,56,36,0,92
Karnataka,Davangere,Mental Illness,15-35,149,123,0,272
Karnataka,Davangere,Mental Illness,35-60,229,169,0,398
Karnataka,Davangere,Mental Illness,60-80,27,26,0,53
Karnataka,Davangere,Mental Illness,80+,0,1,0,1
Karnataka,Davangere,Multiple Disabilities,0-6,13,11,0,24
Karnataka,Davangere,Multiple Disabilities,Jun-15,77,38,0,115
Karnataka,Davangere,Multiple Disabilities,15-35,117,59,0,176
Karnataka,Davangere,Multiple Disabilities,35-60,124,81,0,205
Karnataka,Davangere,Multiple Disabilities,60-80,47,7,0,54
Karnataka,Davangere,Multiple Disabilities,80+,0,1,0,1
Karnataka,Davangere,Multiple Sclerosis,0-6,1,1,0,2
Karnataka,Davangere,Multiple Sclerosis,Jun-15,1,1,0,2
Karnataka,Davangere,Multiple Sclerosis,15-35,1,0,0,1
Karnataka,Davangere,Multiple Sclerosis,35-60,6,2,0,8
Karnataka,Davangere,Multiple Sclerosis,60-80,1,1,0,2
Karnataka,Davangere,Muscular Dystrophy,0-6,0,0,0,0
Karnataka,Davangere,Muscular Dystrophy,Jun-15,15,3,0,18
Karnataka,Davangere,Muscular Dystrophy,15-35,51,18,0,69
Karnataka,Davangere,Muscular Dystrophy,35-60,33,12,0,45
Karnataka,Davangere,Muscular Dystrophy,60-80,4,3,0,7
Karnataka,Davangere,Parkinson'S Disease,Jun-15,1,0,0,1
Karnataka,Davangere,Parkinson'S Disease,15-35,2,0,0,2
Karnataka,Davangere,Parkinson'S Disease,35-60,19,3,0,22
Karnataka,Davangere,Parkinson'S Disease,60-80,6,3,0,9
Karnataka,Davangere,Sickle Cell Disease,Jun-15,1,0,0,1
Karnataka,Davangere,Sickle Cell Disease,15-35,0,1,0,1
Karnataka,Davangere,Sickle Cell Disease,35-60,1,0,0,1
Karnataka,Davangere,Specific Learning Disabilities,Jun-15,0,1,0,1
Karnataka,Davangere,Specific Learning Disabilities,15-35,5,1,0,6
Karnataka,Davangere,Specific Learning Disabilities,35-60,2,0,0,2
Karnataka,Davangere,Specific Learning Disabilities,60-80,2,0,0,2
Karnataka,Davangere,Speech And Language Disability,0-6,0,2,0,2
Karnataka,Davangere,Speech And Language Disability,Jun-15,7,8,0,15
Karnataka,Davangere,Speech And Language Disability,15-35,23,20,0,43
Karnataka,Davangere,Speech And Language Disability,35-60,34,23,0,57
Karnataka,Davangere,Speech And Language Disability,60-80,7,3,0,10
Karnataka,Davangere,Speech And Language Disability,80+,2,1,0,3
Karnataka,Davangere,Thalassemia,0-6,2,6,0,8
Karnataka,Davangere,Thalassemia,Jun-15,18,14,0,32
Karnataka,Davangere,Thalassemia,15-35,14,3,0,17
Karnataka,Davangere,Thalassemia,35-60,1,0,0,1
Karnataka,Davangere,Thalassemia,60-80,1,0,0,1
Karnataka,Dharwad,Acid Attack Victim,15-35,1,0,0,1
Karnataka,Dharwad,Acid Attack Victim,35-60,1,3,0,4
Karnataka,Dharwad,Acid Attack Victim,60-80,0,0,0,0
Karnataka,Dharwad,Autism Spectrum Disorder,0-6,3,0,0,3
Karnataka,Dharwad,Autism Spectrum Disorder,Jun-15,1,0,0,1
Karnataka,Dharwad,Autism Spectrum Disorder,15-35,2,1,0,3
Karnataka,Dharwad,Autism Spectrum Disorder,35-60,1,0,0,1
Karnataka,Dharwad,Autism Spectrum Disorder,60-80,0,0,0,0
Karnataka,Dharwad,Blindness,0-6,3,6,0,9
Karnataka,Dharwad,Blindness,Jun-15,55,45,0,100
Karnataka,Dharwad,Blindness,15-35,255,229,0,484
Karnataka,Dharwad,Blindness,35-60,551,281,0,832
Karnataka,Dharwad,Blindness,60-80,236,91,1,328
Karnataka,Dharwad,Blindness,80+,23,7,0,30
Karnataka,Dharwad,Cerebral Palsy,0-6,16,16,0,32
Karnataka,Dharwad,Cerebral Palsy,Jun-15,101,67,0,168
Karnataka,Dharwad,Cerebral Palsy,15-35,125,59,0,184
Karnataka,Dharwad,Cerebral Palsy,35-60,209,80,0,289
Karnataka,Dharwad,Cerebral Palsy,60-80,94,13,0,107
Karnataka,Dharwad,Cerebral Palsy,80+,1,0,0,1
Karnataka,Dharwad,Chronic Neurological Conditions,0-6,0,0,0,0
Karnataka,Dharwad,Chronic Neurological Conditions,Jun-15,4,2,0,6
Karnataka,Dharwad,Chronic Neurological Conditions,15-35,5,3,0,8
Karnataka,Dharwad,Chronic Neurological Conditions,35-60,8,1,0,9
Karnataka,Dharwad,Chronic Neurological Conditions,60-80,4,1,0,5
Karnataka,Dharwad,Chronic Neurological Conditions,80+,0,0,0,0
Karnataka,Dharwad,Dwarfism,0-6,1,0,0,1
Karnataka,Dharwad,Dwarfism,Jun-15,4,6,0,10
Karnataka,Dharwad,Dwarfism,15-35,18,24,0,42
Karnataka,Dharwad,Dwarfism,35-60,16,14,0,30
Karnataka,Dharwad,Dwarfism,60-80,2,1,0,3
Karnataka,Dharwad,Hearing Impairment,0-6,31,19,0,50
Karnataka,Dharwad,Hearing Impairment,Jun-15,208,172,0,380
Karnataka,Dharwad,Hearing Impairment,15-35,544,523,1,1068
Karnataka,Dharwad,Hearing Impairment,35-60,1007,1115,1,2123
Karnataka,Dharwad,Hearing Impairment,60-80,423,187,0,610
Karnataka,Dharwad,Hearing Impairment,80+,56,8,0,64
Karnataka,Dharwad,Hemophilia,0-6,3,0,0,3
Karnataka,Dharwad,Hemophilia,Jun-15,14,1,0,15
Karnataka,Dharwad,Hemophilia,15-35,10,4,0,14
Karnataka,Dharwad,Hemophilia,35-60,12,5,0,17
Karnataka,Dharwad,Hemophilia,60-80,7,1,0,8
Karnataka,Dharwad,Intellectual Disability,0-6,63,45,0,108
Karnataka,Dharwad,Intellectual Disability,Jun-15,737,418,0,1155
Karnataka,Dharwad,Intellectual Disability,15-35,1117,758,0,1875
Karnataka,Dharwad,Intellectual Disability,35-60,340,303,1,644
Karnataka,Dharwad,Intellectual Disability,60-80,20,23,0,43
Karnataka,Dharwad,Intellectual Disability,80+,1,1,0,2
Karnataka,Dharwad,Leprosy Cured,Jun-15,0,0,0,0
Karnataka,Dharwad,Leprosy Cured,15-35,7,0,0,7
Karnataka,Dharwad,Leprosy Cured,35-60,5,1,0,6
Karnataka,Dharwad,Leprosy Cured,60-80,4,3,0,7
Karnataka,Dharwad,Locomotor Disability,0-6,45,29,0,74
Karnataka,Dharwad,Locomotor Disability,Jun-15,555,371,2,928
Karnataka,Dharwad,Locomotor Disability,15-35,2128,1371,1,3500
Karnataka,Dharwad,Locomotor Disability,35-60,6258,3342,1,9601
Karnataka,Dharwad,Locomotor Disability,60-80,1831,490,1,2322
Karnataka,Dharwad,Locomotor Disability,80+,109,38,0,147
Karnataka,Dharwad,Low Vision,0-6,6,2,0,8
Karnataka,Dharwad,Low Vision,Jun-15,93,64,0,157
Karnataka,Dharwad,Low Vision,15-35,351,241,0,592
Karnataka,Dharwad,Low Vision,35-60,650,538,0,1188
Karnataka,Dharwad,Low Vision,60-80,199,82,0,281
Karnataka,Dharwad,Low Vision,80+,19,3,0,22
Karnataka,Dharwad,Mental Illness,0-6,4,4,0,8
Karnataka,Dharwad,Mental Illness,Jun-15,83,62,0,145
Karnataka,Dharwad,Mental Illness,15-35,238,163,0,401
Karnataka,Dharwad,Mental Illness,35-60,206,112,0,318
Karnataka,Dharwad,Mental Illness,60-80,19,13,0,32
Karnataka,Dharwad,Mental Illness,80+,1,0,0,1
Karnataka,Dharwad,Multiple Disabilities,0-6,15,4,0,19
Karnataka,Dharwad,Multiple Disabilities,Jun-15,45,38,0,83
Karnataka,Dharwad,Multiple Disabilities,15-35,89,37,0,126
Karnataka,Dharwad,Multiple Disabilities,35-60,55,27,0,82
Karnataka,Dharwad,Multiple Disabilities,60-80,15,4,0,19
Karnataka,Dharwad,Multiple Disabilities,80+,0,0,0,0
Karnataka,Dharwad,Multiple Sclerosis,Jun-15,3,0,0,3
Karnataka,Dharwad,Multiple Sclerosis,15-35,3,2,0,5
Karnataka,Dharwad,Multiple Sclerosis,35-60,4,3,0,7
Karnataka,Dharwad,Multiple Sclerosis,60-80,1,0,0,1
Karnataka,Dharwad,Multiple Sclerosis,80+,0,0,0,0
Karnataka,Dharwad,Muscular Dystrophy,0-6,0,1,0,1
Karnataka,Dharwad,Muscular Dystrophy,Jun-15,8,2,0,10
Karnataka,Dharwad,Muscular Dystrophy,15-35,8,3,0,11
Karnataka,Dharwad,Muscular Dystrophy,35-60,15,6,0,21
Karnataka,Dharwad,Muscular Dystrophy,60-80,5,0,0,5
Karnataka,Dharwad,Muscular Dystrophy,80+,0,0,0,0
Karnataka,Dharwad,Parkinson'S Disease,35-60,2,0,0,2
Karnataka,Dharwad,Parkinson'S Disease,60-80,0,0,0,0
Karnataka,Dharwad,Sickle Cell Disease,15-35,0,0,0,0
Karnataka,Dharwad,Sickle Cell Disease,60-80,0,0,0,0
Karnataka,Dharwad,Specific Learning Disabilities,Jun-15,1,0,0,1
Karnataka,Dharwad,Specific Learning Disabilities,15-35,5,1,0,6
Karnataka,Dharwad,Specific Learning Disabilities,35-60,1,0,0,1
Karnataka,Dharwad,Specific Learning Disabilities,60-80,0,0,0,0
Karnataka,Dharwad,Specific Learning Disabilities,80+,0,0,0,0
Karnataka,Dharwad,Speech And Language Disability,Jun-15,4,6,0,10
Karnataka,Dharwad,Speech And Language Disability,15-35,21,10,0,31
Karnataka,Dharwad,Speech And Language Disability,35-60,10,7,0,17
Karnataka,Dharwad,Speech And Language Disability,60-80,3,0,0,3
Karnataka,Dharwad,Speech And Language Disability,80+,0,0,0,0
Karnataka,Dharwad,Thalassemia,0-6,4,4,0,8
Karnataka,Dharwad,Thalassemia,Jun-15,15,8,0,23
Karnataka,Dharwad,Thalassemia,15-35,4,7,0,11
Karnataka,Dharwad,Thalassemia,35-60,1,1,0,2
Karnataka,Gadag,Acid Attack Victim,Jun-15,0,0,0,0
Karnataka,Gadag,Acid Attack Victim,15-35,1,2,0,3
Karnataka,Gadag,Acid Attack Victim,35-60,3,2,0,5
Karnataka,Gadag,Acid Attack Victim,60-80,3,0,0,3
Karnataka,Gadag,Autism Spectrum Disorder,Jun-15,0,0,0,0
Karnataka,Gadag,Autism Spectrum Disorder,15-35,1,2,0,3
Karnataka,Gadag,Autism Spectrum Disorder,35-60,2,0,0,2
Karnataka,Gadag,Autism Spectrum Disorder,60-80,0,0,0,0
Karnataka,Gadag,Blindness,0-6,4,3,0,7
Karnataka,Gadag,Blindness,Jun-15,38,28,0,66
Karnataka,Gadag,Blindness,15-35,228,143,0,371
Karnataka,Gadag,Blindness,35-60,424,229,0,653
Karnataka,Gadag,Blindness,60-80,171,66,0,237
Karnataka,Gadag,Blindness,80+,13,5,0,18
Karnataka,Gadag,Cerebral Palsy,0-6,4,3,0,7
Karnataka,Gadag,Cerebral Palsy,Jun-15,7,8,0,15
Karnataka,Gadag,Cerebral Palsy,15-35,2,0,0,2
Karnataka,Gadag,Cerebral Palsy,35-60,14,4,0,18
Karnataka,Gadag,Cerebral Palsy,60-80,8,1,0,9
Karnataka,Gadag,Chronic Neurological Conditions,Jun-15,2,1,0,3
Karnataka,Gadag,Chronic Neurological Conditions,15-35,4,3,0,7
Karnataka,Gadag,Chronic Neurological Conditions,35-60,11,4,0,15
Karnataka,Gadag,Chronic Neurological Conditions,60-80,3,1,0,4
Karnataka,Gadag,Chronic Neurological Conditions,80+,1,0,0,1
Karnataka,Gadag,Dwarfism,Jun-15,1,3,0,4
Karnataka,Gadag,Dwarfism,15-35,5,13,0,18
Karnataka,Gadag,Dwarfism,35-60,12,17,0,29
Karnataka,Gadag,Dwarfism,60-80,1,2,0,3
Karnataka,Gadag,Hearing Impairment,0-6,18,9,0,27
Karnataka,Gadag,Hearing Impairment,Jun-15,126,109,0,235
Karnataka,Gadag,Hearing Impairment,15-35,374,319,0,693
Karnataka,Gadag,Hearing Impairment,35-60,522,412,0,934
Karnataka,Gadag,Hearing Impairment,60-80,220,58,0,278
Karnataka,Gadag,Hearing Impairment,80+,24,2,0,26
Karnataka,Gadag,Hemophilia,Jun-15,12,0,0,12
Karnataka,Gadag,Hemophilia,15-35,1,3,0,4
Karnataka,Gadag,Hemophilia,35-60,11,5,0,16
Karnataka,Gadag,Hemophilia,60-80,4,0,0,4
Karnataka,Gadag,Hemophilia,80+,2,0,0,2
Karnataka,Gadag,Intellectual Disability,0-6,47,27,0,74
Karnataka,Gadag,Intellectual Disability,Jun-15,510,314,0,824
Karnataka,Gadag,Intellectual Disability,15-35,899,603,0,1502
Karnataka,Gadag,Intellectual Disability,35-60,245,225,0,470
Karnataka,Gadag,Intellectual Disability,60-80,16,6,0,22
Karnataka,Gadag,Leprosy Cured,Jun-15,0,0,0,0
Karnataka,Gadag,Leprosy Cured,15-35,1,3,0,4
Karnataka,Gadag,Leprosy Cured,35-60,10,4,0,14
Karnataka,Gadag,Leprosy Cured,60-80,10,4,0,14
Karnataka,Gadag,Leprosy Cured,80+,1,0,0,1
Karnataka,Gadag,Locomotor Disability,0-6,28,22,0,50
Karnataka,Gadag,Locomotor Disability,Jun-15,383,251,0,634
Karnataka,Gadag,Locomotor Disability,15-35,1604,961,0,2565
Karnataka,Gadag,Locomotor Disability,35-60,4198,2010,4,6212
Karnataka,Gadag,Locomotor Disability,60-80,1187,323,1,1511
Karnataka,Gadag,Locomotor Disability,80+,62,16,0,78
Karnataka,Gadag,Low Vision,0-6,3,3,0,6
Karnataka,Gadag,Low Vision,Jun-15,77,71,0,148
Karnataka,Gadag,Low Vision,15-35,412,225,0,637
Karnataka,Gadag,Low Vision,35-60,561,317,0,878
Karnataka,Gadag,Low Vision,60-80,181,55,0,236
Karnataka,Gadag,Low Vision,80+,12,3,0,15
Karnataka,Gadag,Mental Illness,0-6,1,4,0,5
Karnataka,Gadag,Mental Illness,Jun-15,63,37,0,100
Karnataka,Gadag,Mental Illness,15-35,137,101,0,238
Karnataka,Gadag,Mental Illness,35-60,105,63,0,168
Karnataka,Gadag,Mental Illness,60-80,10,8,0,18
Karnataka,Gadag,Mental Illness,80+,0,0,0,0
Karnataka,Gadag,Multiple Disabilities,0-6,5,6,0,11
Karnataka,Gadag,Multiple Disabilities,Jun-15,41,22,0,63
Karnataka,Gadag,Multiple Disabilities,15-35,74,58,0,132
Karnataka,Gadag,Multiple Disabilities,35-60,54,31,0,85
Karnataka,Gadag,Multiple Disabilities,60-80,10,0,0,10
Karnataka,Gadag,Multiple Disabilities,80+,0,0,0,0
Karnataka,Gadag,Multiple Sclerosis,0-6,1,0,0,1
Karnataka,Gadag,Multiple Sclerosis,Jun-15,4,0,0,4
Karnataka,Gadag,Multiple Sclerosis,15-35,2,0,0,2
Karnataka,Gadag,Multiple Sclerosis,35-60,2,3,0,5
Karnataka,Gadag,Multiple Sclerosis,60-80,0,1,0,1
Karnataka,Gadag,Multiple Sclerosis,80+,1,0,0,1
Karnataka,Gadag,Muscular Dystrophy,0-6,0,0,0,0
Karnataka,Gadag,Muscular Dystrophy,Jun-15,1,1,0,2
Karnataka,Gadag,Muscular Dystrophy,15-35,8,7,0,15
Karnataka,Gadag,Muscular Dystrophy,35-60,25,9,0,34
Karnataka,Gadag,Muscular Dystrophy,60-80,7,5,0,12
Karnataka,Gadag,Muscular Dystrophy,80+,1,0,0,1
Karnataka,Gadag,Parkinson'S Disease,15-35,1,0,0,1
Karnataka,Gadag,Parkinson'S Disease,35-60,4,1,0,5
Karnataka,Gadag,Parkinson'S Disease,60-80,1,2,0,3
Karnataka,Gadag,Sickle Cell Disease,Jun-15,0,1,0,1
Karnataka,Gadag,Sickle Cell Disease,15-35,0,1,0,1
Karnataka,Gadag,Sickle Cell Disease,35-60,1,0,0,1
Karnataka,Gadag,Sickle Cell Disease,60-80,0,0,0,0
Karnataka,Gadag,Specific Learning Disabilities,Jun-15,0,0,0,0
Karnataka,Gadag,Specific Learning Disabilities,15-35,0,2,0,2
Karnataka,Gadag,Specific Learning Disabilities,35-60,0,0,0,0
Karnataka,Gadag,Specific Learning Disabilities,60-80,2,0,0,2
Karnataka,Gadag,Speech And Language Disability,0-6,0,0,0,0
Karnataka,Gadag,Speech And Language Disability,Jun-15,14,10,0,24
Karnataka,Gadag,Speech And Language Disability,15-35,10,12,0,22
Karnataka,Gadag,Speech And Language Disability,35-60,11,8,0,19
Karnataka,Gadag,Speech And Language Disability,60-80,0,0,0,0
Karnataka,Gadag,Speech And Language Disability,80+,0,0,0,0
Karnataka,Gadag,Thalassemia,0-6,4,1,0,5
Karnataka,Gadag,Thalassemia,Jun-15,9,2,0,11
Karnataka,Gadag,Thalassemia,15-35,6,0,0,6
Karnataka,Gadag,Thalassemia,35-60,0,0,0,0
Karnataka,Gadag,Thalassemia,60-80,0,0,0,0
Karnataka,Hassan,Acid Attack Victim,15-35,2,1,0,3
Karnataka,Hassan,Acid Attack Victim,35-60,3,9,0,12
Karnataka,Hassan,Acid Attack Victim,60-80,1,3,0,4
Karnataka,Hassan,Autism Spectrum Disorder,0-6,0,0,0,0
Karnataka,Hassan,Autism Spectrum Disorder,Jun-15,11,1,0,12
Karnataka,Hassan,Autism Spectrum Disorder,15-35,6,0,0,6
Karnataka,Hassan,Autism Spectrum Disorder,35-60,2,3,0,5
Karnataka,Hassan,Autism Spectrum Disorder,60-80,4,0,0,4
Karnataka,Hassan,Blindness,0-6,1,1,0,2
Karnataka,Hassan,Blindness,Jun-15,42,25,0,67
Karnataka,Hassan,Blindness,15-35,371,238,0,609
Karnataka,Hassan,Blindness,35-60,971,725,1,1697
Karnataka,Hassan,Blindness,60-80,512,239,0,751
Karnataka,Hassan,Blindness,80+,52,16,0,68
Karnataka,Hassan,Cerebral Palsy,0-6,13,6,0,19
Karnataka,Hassan,Cerebral Palsy,Jun-15,36,16,0,52
Karnataka,Hassan,Cerebral Palsy,15-35,48,28,0,76
Karnataka,Hassan,Cerebral Palsy,35-60,37,18,0,55
Karnataka,Hassan,Cerebral Palsy,60-80,14,3,0,17
Karnataka,Hassan,Cerebral Palsy,80+,0,0,0,0
Karnataka,Hassan,Chronic Neurological Conditions,0-6,1,2,0,3
Karnataka,Hassan,Chronic Neurological Conditions,Jun-15,8,14,0,22
Karnataka,Hassan,Chronic Neurological Conditions,15-35,73,41,0,114
Karnataka,Hassan,Chronic Neurological Conditions,35-60,421,123,0,544
Karnataka,Hassan,Chronic Neurological Conditions,60-80,201,30,0,231
Karnataka,Hassan,Chronic Neurological Conditions,80+,8,4,0,12
Karnataka,Hassan,Dwarfism,0-6,0,1,0,1
Karnataka,Hassan,Dwarfism,Jun-15,1,1,0,2
Karnataka,Hassan,Dwarfism,15-35,9,11,0,20
Karnataka,Hassan,Dwarfism,35-60,12,18,0,30
Karnataka,Hassan,Dwarfism,60-80,4,3,0,7
Karnataka,Hassan,Hearing Impairment,0-6,9,10,0,19
Karnataka,Hassan,Hearing Impairment,Jun-15,110,74,0,184
Karnataka,Hassan,Hearing Impairment,15-35,327,211,2,540
Karnataka,Hassan,Hearing Impairment,35-60,667,543,1,1211
Karnataka,Hassan,Hearing Impairment,60-80,357,220,0,577
Karnataka,Hassan,Hearing Impairment,80+,67,17,0,84
Karnataka,Hassan,Hemophilia,Jun-15,8,4,0,12
Karnataka,Hassan,Hemophilia,15-35,19,3,0,22
Karnataka,Hassan,Hemophilia,35-60,14,3,0,17
Karnataka,Hassan,Hemophilia,60-80,7,1,0,8
Karnataka,Hassan,Hemophilia,80+,1,0,0,1
Karnataka,Hassan,Intellectual Disability,0-6,16,13,0,29
Karnataka,Hassan,Intellectual Disability,Jun-15,307,216,1,524
Karnataka,Hassan,Intellectual Disability,15-35,813,555,0,1368
Karnataka,Hassan,Intellectual Disability,35-60,448,354,1,803
Karnataka,Hassan,Intellectual Disability,60-80,42,26,0,68
Karnataka,Hassan,Intellectual Disability,80+,0,1,0,1
Karnataka,Hassan,Leprosy Cured,15-35,1,0,0,1
Karnataka,Hassan,Leprosy Cured,35-60,4,1,0,5
Karnataka,Hassan,Leprosy Cured,60-80,3,0,0,3
Karnataka,Hassan,Leprosy Cured,80+,1,0,0,1
Karnataka,Hassan,Locomotor Disability,0-6,15,20,0,35
Karnataka,Hassan,Locomotor Disability,Jun-15,296,194,0,490
Karnataka,Hassan,Locomotor Disability,15-35,1542,848,1,2391
Karnataka,Hassan,Locomotor Disability,35-60,5241,2353,0,7594
Karnataka,Hassan,Locomotor Disability,60-80,2223,711,0,2934
Karnataka,Hassan,Locomotor Disability,80+,146,58,0,204
Karnataka,Hassan,Low Vision,0-6,2,0,0,2
Karnataka,Hassan,Low Vision,Jun-15,32,27,0,59
Karnataka,Hassan,Low Vision,15-35,229,128,0,357
Karnataka,Hassan,Low Vision,35-60,433,340,0,773
Karnataka,Hassan,Low Vision,60-80,165,91,0,256
Karnataka,Hassan,Low Vision,80+,18,2,0,20
Karnataka,Hassan,Mental Illness,0-6,2,1,0,3
Karnataka,Hassan,Mental Illness,Jun-15,99,74,0,173
Karnataka,Hassan,Mental Illness,15-35,427,304,0,731
Karnataka,Hassan,Mental Illness,35-60,344,293,0,637
Karnataka,Hassan,Mental Illness,60-80,34,24,0,58
Karnataka,Hassan,Mental Illness,80+,1,1,0,2
Karnataka,Hassan,Multiple Disabilities,0-6,2,1,0,3
Karnataka,Hassan,Multiple Disabilities,Jun-15,30,21,0,51
Karnataka,Hassan,Multiple Disabilities,15-35,112,90,0,202
Karnataka,Hassan,Multiple Disabilities,35-60,173,112,0,285
Karnataka,Hassan,Multiple Disabilities,60-80,80,29,0,109
Karnataka,Hassan,Multiple Disabilities,80+,7,3,0,10
Karnataka,Hassan,Multiple Sclerosis,Jun-15,1,0,0,1
Karnataka,Hassan,Multiple Sclerosis,15-35,10,5,0,15
Karnataka,Hassan,Multiple Sclerosis,35-60,3,5,0,8
